machine_id,shift,runtime,temperature,vibration,pressure,load,maintenance,time_to_failure
M004,day,460.68466,62.17907,12.13461,3.66475,79.33002,0,342.39692
M004,night,463.76789,59.57525,12.16914,3.75933,77.49844,0,338.24489
M004,night,486.02937,59.88516,12.83731,3.94272,80.08533,1,395.1539
M004,night,487.35619,60.15272,12.86115,3.92998,78.519,0,293.45937
M004,day,514.73158,59.80121,13.73945,4.26581,70.64575,0,244.13085
M004,night,535.35399,60.78657,14.38886,4.51387,77.32309,0,214.63032
M004,night,557.21925,58.72846,15.10228,4.92037,74.75961,0,161.94014
M004,night,563.14164,57.08888,15.31236,4.8996,72.27253,0,145.21134
M004,day,566.02169,57.26431,15.43074,4.93422,65.70486,1,259.13733
M004,night,574.01727,55.69809,15.62929,5.05355,67.42099,1,257.6612
M004,night,587.56997,59.32577,16.16016,5.14095,72.77147,0,104.29686
M004,day,588.02085,59.44096,16.21592,5.17229,71.42429,1,202.03219
M004,day,589.46818,58.29464,16.25766,5.22885,72.79986,0,94.39708
M004,day,590.88056,55.78387,16.21746,5.18001,68.45783,0,111.04899
M004,day,602.8583,60.46201,16.81963,5.34759,71.72046,0,88.47294
M004,day,605.46381,61.86078,16.88384,5.49045,75.75727,1,154.22802
M004,day,619.86941,57.14875,17.3665,5.60985,65.67795,0,48.11255
M004,night,629.36416,61.77453,17.82308,5.86232,80.49917,0,4.8533
M004,day,632.02428,64.17773,17.94609,5.92281,75.8062,0,6.94764
M004,night,639.31188,56.43324,18.08796,6.08241,70.46661,0,18.2175
M004,night,644.17006,55.09885,18.30506,6.06571,73.49577,0,4.46144
M004,day,648.20337,59.97965,18.52714,6.19144,69.86667,0,0.0
M004,day,655.32039,63.77959,18.88058,6.26061,74.76811,0,0.0
M004,night,677.7019,61.75447,19.71941,6.51544,74.12687,0,0.0
M004,night,701.07528,61.87653,20.78153,6.94048,76.1386,1,0.0
M004,night,717.70865,59.63733,21.45038,7.21848,72.42325,0,0.0
M004,day,720.68628,62.62022,21.61879,7.25365,71.81658,0,0.0
M004,night,723.44281,63.63609,21.774,7.25605,77.45104,0,0.0
M004,day,723.61326,64.1871,21.78916,7.37522,75.04075,0,0.0
M004,day,724.86695,65.81176,21.88002,7.28432,73.29981,0,0.0
M004,day,738.57103,58.74249,22.34047,7.55083,67.38995,0,0.0
M004,night,753.47881,62.29665,23.07603,7.83672,76.76067,0,0.0
M004,day,757.09676,61.30975,23.25101,7.82538,61.84186,0,0.0
M004,night,766.4232,59.80582,23.70148,7.98439,69.88394,0,0.0
M004,night,801.12022,63.94676,25.42833,8.59633,72.62028,0,0.0
M004,day,805.0657,62.26528,25.55945,8.63812,70.85159,0,0.0
M004,day,818.55711,66.64421,26.30396,8.97067,76.48551,0,0.0
M004,night,854.70732,60.84379,28.06261,9.55898,66.54598,1,0.0
M004,night,867.68852,64.69172,28.85024,9.92228,71.69717,0,0.0
M004,night,867.82613,65.79478,28.87954,9.9302,76.35797,0,0.0
M004,day,890.38842,67.19174,30.06626,10.31952,71.72631,0,0.0
M004,day,907.21461,61.35683,30.92425,10.62652,66.72725,1,0.0
M004,night,907.51535,58.18673,30.83442,10.60982,63.54898,0,0.0
M004,night,911.99954,64.33454,31.25134,10.72065,72.30758,0,0.0
M004,night,927.47431,59.08851,32.03375,10.94149,64.8435,0,0.0
M004,day,928.97498,64.06403,32.16935,11.06904,63.17187,0,0.0
M004,night,930.01978,60.53747,32.18684,11.09464,70.35854,0,0.0
M004,night,946.29947,65.26333,33.25881,11.39968,70.43459,0,0.0
M004,night,967.98781,67.0455,34.50923,11.75583,75.07989,0,0.0
M004,day,989.00023,70.47062,35.82487,12.32646,74.55844,0,0.0
M004,night,11.5514,50.17349,4.97564,0.25212,76.31461,0,963.9264
M004,night,15.82817,46.99981,4.96485,0.1052,70.11109,0,981.52106
M004,day,19.95125,47.83971,4.95856,0.17082,62.77088,0,972.05244
M004,day,43.15062,47.83239,5.05416,0.26315,70.81345,0,952.4754
M004,day,46.95793,49.66374,5.06696,0.29758,64.82899,0,955.80169
M004,night,62.59439,46.47954,5.11542,0.30557,68.32443,0,928.97622
M004,night,68.94613,48.44357,5.15916,0.35807,67.65812,0,934.9687
M004,day,69.47182,50.43696,5.20768,0.33668,60.46248,0,915.8341
M004,night,78.33777,51.55622,5.30617,0.3923,76.60628,0,896.70002
M004,night,88.52317,45.66719,5.25514,0.41608,66.67573,0,918.09168
M004,day,89.33673,47.8847,5.2976,0.50059,64.38723,0,895.58794
M004,night,117.67448,47.5993,5.49696,0.57432,67.22819,0,872.00282
M004,night,146.05031,51.51941,5.81634,0.89877,76.57459,0,826.28765
M004,day,149.91098,55.04849,5.96864,0.8461,74.29237,0,806.39366
M004,day,153.2418,54.95327,6.01842,0.89781,75.58864,0,794.81259
M004,day,175.67851,56.80882,6.22978,1.02513,77.4683,0,764.06708
M004,day,184.47965,49.93783,6.19093,0.98408,63.42817,0,794.84475
M004,day,192.6833,52.92567,6.34259,1.12864,69.89875,0,759.93726
M004,night,194.96114,54.02655,6.45603,1.04364,77.71884,0,742.8435
M004,day,212.95316,50.74805,6.66206,1.16697,66.34436,0,735.87946
M004,day,213.46851,50.9826,6.6192,1.23825,65.35327,0,737.77537
M004,day,228.4006,55.01444,6.89367,1.33977,72.49449,0,708.83037
M004,night,239.86243,52.33441,7.05027,1.42235,67.61972,0,692.66157
M004,day,242.39095,56.55292,7.15663,1.44932,77.29624,0,696.89275
M004,day,245.65216,57.3268,7.20971,1.56825,71.84514,0,692.5468
M004,night,250.85554,54.08652,7.25911,1.5401,71.06236,0,678.45942
M004,night,255.33802,48.93748,7.2204,1.51321,72.97865,0,705.84502
M004,night,280.9585,49.71375,7.64329,1.77446,68.64201,0,647.53146
M004,night,285.31055,51.57576,7.78346,1.80425,73.01615,0,624.96945
M004,day,290.63357,58.1674,8.01621,1.97193,79.51126,0,597.12651
M004,day,295.57532,57.52369,8.05794,1.91323,75.14161,1,715.66418
M004,day,298.24488,58.25491,8.12854,1.97091,74.74908,0,593.09539
M004,day,300.4425,54.60143,8.08752,1.91644,69.35539,1,721.91913
M004,night,308.56143,51.10002,8.19628,1.97583,66.50995,0,614.58004
M004,day,308.98817,54.04352,8.28141,2.10514,72.18602,0,582.16642
M004,night,309.82111,51.41913,8.25212,1.95036,67.25086,0,609.32273
M004,night,311.7032,52.80855,8.28777,2.02151,74.44213,0,594.1595
M004,night,319.43876,56.90781,8.51891,2.18079,79.76091,0,581.29166
M004,night,328.64348,50.69737,8.63739,2.18473,71.32512,0,563.8576
M004,night,342.66774,58.50392,9.06185,2.33889,78.96482,0,526.63952
M004,night,348.68452,51.47071,9.08375,2.40515,67.33127,1,648.89092
M004,night,362.97888,56.73577,9.49571,2.58914,72.69952,0,510.00749
M004,night,367.07803,58.69626,9.59804,2.57056,78.10111,0,479.09756
M004,day,375.22798,53.99201,9.69068,2.71687,69.04561,0,508.76397
M004,day,403.06278,54.38711,10.43337,3.00334,67.59546,0,448.31705
M004,night,413.68612,57.85748,10.7348,3.13094,74.81019,0,425.20206
M004,night,420.00367,52.66353,10.80377,3.04974,73.86116,1,525.40212
M004,day,425.87435,54.14006,10.95514,3.13144,62.0067,0,417.07548
M004,day,444.83613,56.9999,11.56688,3.3451,66.28301,0,368.61633
M004,night,450.42557,51.70116,11.57732,3.38541,67.93711,0,389.82097
M004,day,464.85551,60.61447,12.18662,3.70205,69.80331,0,339.25408
M004,day,472.63216,54.10844,12.28869,3.71186,67.75465,0,332.026
M004,day,474.86072,52.26835,12.3208,3.77492,70.15375,1,436.1079
M004,day,478.61063,56.96952,12.53231,3.79009,69.96175,0,313.91246
M004,day,490.69809,59.19977,12.98325,3.94394,68.59125,0,262.28995
M004,night,493.61649,55.67131,12.98022,3.96015,67.44005,0,299.03552
M004,night,518.41523,54.61173,13.76217,4.18233,71.59121,0,248.02734
M004,night,528.76451,57.1981,14.13956,4.46224,71.12326,0,220.73425
M004,night,530.63459,59.8617,14.24664,4.53871,74.95619,1,296.65917
M004,day,560.28985,61.45546,15.26016,4.9412,74.01117,0,149.78708
M004,night,561.14883,60.25013,15.2634,4.89918,73.74284,0,150.07197
M004,night,562.37278,58.00559,15.22168,4.84018,78.20083,1,265.6577
M004,day,605.4454,63.79926,16.8974,5.58289,79.68019,0,66.61605
M004,night,632.9442,59.69025,17.93331,5.8869,70.81251,0,27.79567
M004,night,634.67749,59.84234,17.97533,5.92079,70.7112,0,15.0446
M004,night,636.65278,58.34451,18.00001,5.89228,81.30819,0,19.42575
M004,night,641.21657,56.11484,18.17749,5.95799,67.87058,0,20.03072
M004,day,641.65975,56.48614,18.13307,5.93093,63.38506,0,9.95408
M004,day,681.08321,62.66602,19.88319,6.64967,74.57686,0,0.0
M004,day,690.26841,56.86671,20.1715,6.74122,64.17098,0,0.0
M004,night,691.70902,56.97188,20.26771,6.71344,61.14808,0,0.0
M004,night,698.58265,64.12706,20.69372,6.93441,75.47491,1,0.0
M004,day,707.22583,62.58825,21.01689,6.88941,68.24988,0,0.0
M004,day,712.63694,58.5293,21.16781,7.11358,68.77515,0,0.0
M004,day,732.16865,60.9481,22.1131,7.44009,64.98709,0,0.0
M004,day,732.76025,60.01461,22.13398,7.43272,72.16724,0,0.0
M004,day,757.90733,60.7439,23.26349,7.94693,74.98988,0,0.0
M004,night,774.25055,64.06239,24.13747,8.1794,73.70575,0,0.0
M004,night,774.36996,62.77443,24.0959,8.13964,71.4889,0,0.0
M004,night,775.08142,64.47638,24.17855,8.26679,80.32083,0,0.0
M004,night,776.95916,64.72972,24.27335,8.19802,78.10008,0,0.0
M004,day,789.24647,63.25974,24.79282,8.42666,65.33741,0,0.0
M004,day,793.72217,65.47655,25.05522,8.50038,68.29627,0,0.0
M004,night,801.02216,61.41682,25.39126,8.75005,74.66186,0,0.0
M004,night,804.75685,59.83201,25.52786,8.59728,70.87602,0,0.0
M004,day,806.23429,62.98558,25.66292,8.73878,72.52912,0,0.0
M004,night,843.60773,64.50753,27.58423,9.41934,75.8661,0,0.0
M004,night,888.50449,63.95686,29.90949,10.27687,68.81905,0,0.0
M004,night,900.20408,59.73398,30.5172,10.42194,69.22551,1,0.0
M004,day,902.72542,61.94143,30.66733,10.50731,69.7032,0,0.0
M004,day,908.02741,61.44454,30.96681,10.65099,64.63611,0,0.0
M004,night,926.18317,60.38809,31.97905,10.88067,67.2617,0,0.0
M004,day,926.43149,63.96263,32.0408,10.96335,69.49901,0,0.0
M004,day,929.45873,63.59792,32.2362,11.01511,67.65459,0,0.0
M004,night,945.65395,64.92586,33.1384,11.43238,80.1109,0,0.0
M004,night,946.81271,65.09375,33.26718,11.46668,70.41507,0,0.0
M004,day,963.48315,68.16159,34.2469,11.73777,66.78185,0,0.0
M004,day,967.26005,69.27256,34.51436,11.90378,76.58295,0,0.0
M004,night,984.47894,65.16186,35.4898,12.16546,68.02701,0,0.0
M004,night,992.61337,66.93698,36.04418,12.27505,71.23978,0,0.0
M004,night,1.64275,49.83111,5.00857,0.13381,73.12059,0,997.09042
M004,day,13.8069,50.70256,5.04031,0.11109,68.6376,0,975.61092
M004,night,17.35611,41.6298,4.86618,0.14443,61.60707,0,982.04325
M004,night,27.50809,49.88616,5.06674,0.20556,74.78789,0,943.28585
M004,night,33.26233,49.55501,5.04496,0.20901,75.52779,0,963.97328
M004,night,54.60918,51.4619,5.16637,0.29201,76.57085,0,925.45939
M004,night,67.55147,47.50439,5.15531,0.39396,68.92706,0,919.8885
M004,night,71.50309,49.27783,5.18138,0.37111,70.74672,0,926.46242
M004,night,75.82303,53.10268,5.31288,0.44405,78.63428,0,903.10314
M004,night,78.49432,52.28021,5.32713,0.49495,78.75155,0,902.34536
M004,day,98.98812,54.79442,5.53981,0.61242,74.22307,1,979.44203
M004,night,115.22824,46.49269,5.44999,0.4892,70.50085,0,883.88945
M004,day,122.57881,52.77868,5.61014,0.62941,74.06756,0,849.07533
M004,night,124.56287,52.875,5.6847,0.67939,73.53329,0,835.89879
M004,night,130.94164,51.21392,5.65986,0.66714,72.72108,0,828.59331
M004,night,135.14163,48.28943,5.67613,0.67733,70.49603,0,846.02992
M004,night,168.22163,49.5267,6.02096,1.01701,69.41034,0,802.73097
M004,day,181.21873,52.34999,6.22269,1.03142,69.57491,0,783.3799
M004,day,187.42354,49.6861,6.27958,0.9835,59.61078,0,787.16416
M004,day,214.32092,51.22293,6.64904,1.22786,62.73411,0,751.83459
M004,night,234.54691,49.61392,6.91794,1.47067,66.08624,0,700.40334
M004,day,237.32697,53.9318,7.03039,1.40295,67.14383,0,714.10757
M004,night,250.95795,53.4208,7.24426,1.47298,66.16803,0,693.81915
M004,day,261.41863,52.39108,7.38989,1.64972,73.42808,0,684.96511
M004,night,271.26371,56.34696,7.63511,1.78841,77.96818,1,747.15173
M004,night,274.16854,53.90015,7.62282,1.7694,78.07015,0,646.94952
M004,day,299.35524,54.18548,8.11137,1.98774,71.14967,0,605.49994
M004,day,303.15148,52.95974,8.15644,1.86974,66.19603,0,620.88197
M004,night,321.79774,55.42135,8.6012,2.17036,81.76156,0,555.13499
M004,night,323.44101,52.44716,8.58352,2.17975,76.37028,0,560.66793
M004,night,326.27756,51.46454,8.5801,2.2611,69.21786,0,573.37359
M004,day,332.90831,52.80174,8.71394,2.174,64.66184,0,562.26262
M004,night,335.49708,55.22432,8.81899,2.25733,68.34266,1,649.10607
M004,night,352.31379,49.09969,9.069,2.23196,64.82151,0,550.20017
M004,day,361.7035,56.78777,9.48189,2.49195,68.66808,0,498.19702
M004,day,372.09814,56.04966,9.72521,2.66378,65.09574,0,484.05131
M004,night,378.55572,51.30277,9.74097,2.66351,66.56553,0,506.76358
M004,day,406.01451,55.64252,10.5153,3.03806,70.23989,0,450.9369
M004,night,406.80583,54.16505,10.50666,2.9538,70.57165,0,440.97842
M004,night,422.69607,54.1143,10.91674,3.17671,67.40575,0,422.65002
M004,day,426.7832,55.00261,11.04472,3.12152,67.25453,0,412.11304
M004,day,441.15213,59.23991,11.48439,3.43036,75.52347,1,475.55829
M004,day,442.98276,56.63026,11.5122,3.38433,67.29382,0,379.10453
M004,day,446.3209,56.17337,11.61202,3.43433,67.56727,1,463.47625
M004,night,450.56429,51.73332,11.60289,3.39831,63.57986,0,388.59305
M004,day,457.43918,57.51554,11.92246,3.60236,71.90665,0,346.93912
M004,day,457.60347,61.51388,12.03871,3.6178,72.92993,0,362.82753
M004,day,459.41926,59.56416,12.02733,3.56522,70.5656,0,342.57036
M004,night,460.21109,57.70628,12.03925,3.64162,72.63441,0,344.92953
M004,day,461.44305,61.07796,12.12983,3.60878,72.0465,0,323.80855
M004,day,463.65813,59.78596,12.15794,3.56662,78.49949,0,317.82269
M004,night,481.52575,56.91043,12.62817,3.80959,73.07363,0,315.80764
M004,night,506.00384,58.83248,13.43941,4.15292,71.67513,0,246.96983
M004,day,524.72365,56.99561,13.98598,4.27328,66.03768,0,242.6273
M004,day,526.06248,56.58647,14.04377,4.35844,63.9039,0,245.76326
M004,day,532.07376,60.86546,14.2608,4.55504,75.29476,0,223.73602
M004,night,563.97239,55.98812,15.28401,4.93807,72.59894,0,167.53035
M004,day,597.66671,58.21229,16.5123,5.27796,67.9764,1,182.28637
M004,night,601.03897,59.49404,16.69869,5.52453,74.56389,0,82.37531
M004,day,621.95083,58.29005,17.45627,5.66116,62.89318,0,45.16996
M004,day,630.74429,63.58147,17.91292,5.92863,70.85328,0,9.04134
M004,night,632.57349,58.59408,17.88872,5.8455,68.00769,0,23.39319
M004,night,635.09783,59.43891,17.99252,6.01174,75.47809,0,15.43497
M004,day,641.05183,56.58543,18.17089,5.91343,67.95262,0,20.42634
M004,night,644.52658,56.77382,18.30667,6.00401,65.49751,0,0.0
M004,day,645.15245,59.23141,18.37161,6.0419,71.55759,1,106.29036
M004,night,646.07643,57.88283,18.35807,5.98996,68.38008,1,105.40326
M004,day,656.1485,64.22283,18.93532,6.22929,75.88062,1,53.65448
M004,day,662.51349,58.96623,19.06223,6.34741,68.46281,1,49.17458
M004,day,670.54391,59.86847,19.42549,6.3575,68.56215,0,0.0
M004,day,687.51326,58.2958,20.10979,6.75792,73.32258,0,0.0
M004,day,692.72518,58.54297,20.35101,6.7283,65.18019,1,18.15339
M004,night,724.32055,63.00656,21.80635,7.38139,79.65586,0,0.0
M004,night,729.08557,59.60357,21.91094,7.43715,71.81121,0,0.0
M004,day,733.71017,59.38755,22.14395,7.43905,69.66621,1,0.0
M004,day,737.65774,58.21186,22.30715,7.519,64.31077,0,0.0
M004,day,756.93712,63.33224,23.27854,7.81251,66.66477,0,0.0
M004,day,765.39082,61.24964,23.66931,7.91301,61.89775,1,0.0
M004,day,773.91031,65.77058,24.12847,8.11575,78.34619,0,0.0
M004,day,793.4783,64.30432,25.0617,8.56713,70.19374,0,0.0
M004,day,796.94534,67.37592,25.26987,8.65013,76.48962,0,0.0
M004,day,804.50456,63.19806,25.54886,8.62667,71.86709,0,0.0
M004,day,835.36965,60.20205,27.07864,9.24577,63.35226,0,0.0
M004,night,835.96087,60.34229,27.06533,9.17441,63.56172,0,0.0
M004,night,839.88725,62.74229,27.34607,9.26595,73.28236,0,0.0
M004,night,840.63176,64.26178,27.41378,9.23738,70.72816,1,0.0
M004,day,849.90092,66.28258,27.90266,9.48949,70.27405,0,0.0
M004,day,850.96335,65.45616,27.97629,9.57359,78.11268,0,0.0
M004,day,851.17135,64.76324,27.9533,9.53285,70.82051,1,0.0
M004,night,856.34501,59.33445,28.09692,9.63101,70.18623,1,0.0
M004,night,873.41304,64.10611,29.10689,10.02393,81.77041,0,0.0
M004,night,876.30225,62.39288,29.25152,10.07433,71.27423,0,0.0
M004,day,891.03005,67.10084,30.14474,10.28669,73.28308,0,0.0
M004,day,899.6457,64.80909,30.55312,10.41688,72.1668,0,0.0
M004,night,908.10371,61.05806,30.96651,10.65814,69.98036,0,0.0
M004,night,928.84219,58.8488,32.08211,11.00075,61.28653,1,0.0
M004,night,949.65744,61.69591,33.3482,11.52946,74.03612,1,0.0
M004,night,952.46356,61.71185,33.50328,11.45794,68.66131,0,0.0
M004,day,970.73335,67.75027,34.70618,11.8824,71.61527,0,0.0
M004,night,983.75381,64.96183,35.40768,12.10261,73.89846,0,0.0
M004,night,3.02893,51.31383,5.02421,0.15491,81.54558,0,993.24114
M004,night,16.57429,43.74357,4.91275,0.07733,60.1197,0,1002.20966
M004,night,17.44297,44.81845,4.88713,0.09997,68.85799,0,997.26777
M004,day,18.06882,45.61267,4.9439,0.21965,63.62928,0,982.80264
M004,night,27.82996,51.34017,5.07696,0.27646,73.458,0,954.64915
M004,day,37.97468,48.64182,5.05847,0.28309,68.93261,0,952.15634
M004,night,44.40673,47.98521,5.04967,0.26599,66.93373,0,960.13463
M004,night,52.52384,51.93658,5.16984,0.35888,75.90891,1,1041.14829
M004,night,60.62278,48.62357,5.12298,0.32978,68.5299,0,929.80435
M004,night,74.22569,51.63496,5.26756,0.45312,77.64434,1,995.30224
M004,day,80.26564,56.25863,5.37123,0.48072,71.79397,0,890.67712
M004,day,92.64245,50.95166,5.41327,0.41098,66.33332,0,896.18644
M004,night,106.88649,50.5836,5.48284,0.61433,74.66437,0,878.31328
M004,day,114.67508,46.88111,5.47095,0.60613,58.6092,0,880.41171
M004,day,161.35808,48.48635,5.94787,0.81297,66.15337,0,814.10142
M004,night,162.95752,47.8326,5.90371,0.87204,65.89242,0,809.50827
M004,night,192.69984,53.83053,6.4492,1.13689,74.77759,0,764.61957
M004,night,204.36301,49.09382,6.43667,1.14239,68.11156,0,746.81884
M004,night,206.71906,47.57285,6.42792,1.16422,68.69958,0,773.09313
M004,night,212.25951,50.34792,6.57892,1.34998,71.11108,0,750.18255
M004,day,220.47612,54.99871,6.8542,1.33315,72.0794,0,727.26815
M004,night,230.12773,50.64058,6.91787,1.30307,74.05594,0,727.79909
M004,night,237.18376,49.81679,6.935,1.48867,67.20584,0,713.13784
M004,night,249.08466,55.5469,7.20836,1.59862,74.76395,0,681.02194
M004,day,260.87389,51.40129,7.36228,1.62867,64.09276,0,672.39426
M004,night,283.1629,47.33266,7.64074,1.68931,62.51031,1,761.23474
M004,day,285.1171,54.28143,7.83717,1.7741,64.42611,0,653.25969
M004,night,291.16591,55.79764,7.95013,1.83621,73.51361,0,599.47742
M004,night,294.85642,54.79644,8.03959,1.90189,74.94562,1,724.07316
M004,day,302.14064,54.92509,8.17298,1.94912,67.19917,0,600.01618
M004,day,302.71113,51.66331,8.10098,1.92662,64.215,0,623.02825
M004,day,309.68775,53.56483,8.27175,2.04273,66.61187,0,613.6715
M004,day,309.79524,54.48388,8.28625,2.0119,65.08243,0,590.74449
M004,night,318.81742,55.94926,8.50749,2.11776,72.34725,0,578.24041
M004,night,320.50556,54.86282,8.53573,2.09556,81.81716,0,588.68335
M004,day,340.41568,59.30455,9.05184,2.3307,72.44476,0,527.72878
M004,night,347.63578,54.78884,9.10396,2.38758,71.98897,0,546.03111
M004,night,348.60525,54.81201,9.11203,2.42037,72.2145,1,631.31304
M004,night,357.31281,50.71079,9.22682,2.45514,65.92383,0,527.97198
M004,day,363.50644,59.46643,9.51343,2.49676,77.50194,0,487.06034
M004,day,378.67484,51.7876,9.77954,2.64006,62.49124,0,509.44225
M004,day,398.10246,54.16096,10.2899,2.87102,65.2455,1,561.51575
M004,night,398.28544,53.10923,10.26706,2.82705,64.69572,0,454.86561
M004,night,407.34073,54.13259,10.50453,2.9251,65.52431,0,444.29168
M004,night,416.83459,58.7384,10.85416,3.08276,72.20399,0,427.50516
M004,night,420.54601,53.65593,10.85601,3.13012,72.30507,0,429.6379
M004,night,432.0289,54.27785,11.17726,3.22938,72.76333,0,397.34557
M004,day,451.96447,53.7744,11.66869,3.46389,66.68078,0,367.11469
M004,night,466.93747,57.74823,12.22427,3.62428,71.88141,0,338.72417
M004,night,477.65907,54.39743,12.47707,3.73622,69.63719,0,323.70425
M004,day,491.54448,59.81059,12.9768,3.89467,70.62825,0,276.53234
M004,day,498.91019,55.53244,13.12071,3.99616,66.78861,0,271.86642
M004,day,512.54076,59.45661,13.6354,4.24315,82.56549,0,245.18418
M004,day,534.2688,61.89816,14.4209,4.62038,78.37797,0,197.33573
M004,night,536.08222,60.66345,14.43554,4.56392,78.4218,0,198.89768
M004,day,544.52527,57.02078,14.6268,4.62041,69.09716,0,177.15567
M004,day,557.59346,62.34234,15.19301,4.81653,76.43088,0,160.77129
M004,day,560.47432,60.60131,15.24187,4.75358,75.21676,0,152.73824
M004,night,561.98173,58.43917,15.25291,4.92625,80.6538,0,145.25176
M004,night,574.64845,58.51763,15.70113,5.07453,68.69786,0,142.9895
M004,night,589.46199,55.15348,16.17363,5.26274,69.06737,0,127.55955
M004,day,592.37404,56.57927,16.29908,5.21831,68.36969,0,112.24371
M004,night,593.65445,53.99813,16.3358,5.15677,69.12224,0,109.74031
M004,night,604.55978,59.72489,16.83358,5.52832,76.3087,0,51.16661
M004,day,609.92788,63.96034,17.14184,5.54859,72.21146,0,45.16906
M004,day,618.45706,57.12578,17.3525,5.62567,66.4048,0,46.57804
M004,night,629.10568,58.26517,17.74905,5.8154,71.50592,0,17.87404
M004,night,633.71547,61.30624,17.9575,5.89513,78.27467,0,9.74823
M004,night,633.9968,60.44457,17.94933,5.8456,71.80686,1,115.97035
M004,day,639.51419,58.16735,18.09613,5.90008,63.23086,1,129.41
M004,day,643.55127,59.67039,18.36368,6.07557,66.93365,0,10.18578
M004,day,647.83179,60.31812,18.50383,6.13873,65.20693,0,0.0
M004,day,654.35846,63.96831,18.85454,6.1754,75.78111,0,0.0
M004,day,676.3179,63.5905,19.71427,6.54238,73.97442,0,0.0
M004,night,676.63776,61.86605,19.73779,6.53227,81.18169,0,0.0
M004,night,710.6478,57.17522,21.06298,7.02892,71.95254,0,0.0
M004,night,740.58832,56.61257,22.43011,7.5808,71.79251,0,0.0
M004,night,741.38808,60.67484,22.50577,7.48134,68.26346,0,0.0
M004,night,745.94507,62.84143,22.77636,7.73801,71.39873,0,0.0
M004,night,748.29301,63.34372,22.90672,7.77738,75.50468,0,0.0
M004,night,749.48471,63.1949,22.92993,7.79851,77.60862,0,0.0
M004,night,751.8281,63.34934,23.04298,7.80974,77.59529,1,0.0
M004,day,773.90788,66.06447,24.13363,8.19216,73.75855,0,0.0
M004,day,776.12958,64.79256,24.2501,8.19259,72.01383,0,0.0
M004,night,805.03507,60.39727,25.54895,8.66605,70.52322,0,0.0
M004,night,819.66614,64.88429,26.33181,8.997,80.52396,0,0.0
M004,day,825.00069,65.0168,26.60297,9.14584,78.4951,0,0.0
M004,day,847.41382,66.73527,27.81214,9.57381,73.60314,0,0.0
M004,night,849.69816,64.06551,27.87884,9.4358,75.47281,0,0.0
M004,night,854.04188,60.51766,28.0142,9.52958,70.48549,0,0.0
M004,day,854.95238,63.31922,28.11642,9.57937,70.51546,0,0.0
M004,day,896.36238,66.0399,30.43904,10.41394,73.09623,0,0.0
M004,day,897.55483,68.26851,30.55579,10.51405,71.48401,0,0.0
M004,night,901.03568,62.71344,30.57555,10.48547,67.87101,1,0.0
M004,night,908.87204,61.35435,31.0055,10.58608,65.23739,0,0.0
M004,night,919.4576,66.7545,31.70152,10.9497,76.28654,0,0.0
M004,night,929.89379,59.36791,32.14462,10.98321,64.39859,0,0.0
M004,day,946.58658,66.97973,33.30504,11.44552,73.96675,0,0.0
M004,day,950.61267,62.62287,33.373,11.36231,58.56608,0,0.0
M004,day,972.89529,63.9855,34.76092,11.81612,67.52933,0,0.0
M004,day,4.63976,55.70313,5.13,0.20327,78.22333,1,1067.27725
M004,day,13.39145,50.08286,5.04484,0.13536,67.31916,0,974.32198
M004,night,15.23979,44.81913,4.91926,0.08826,67.77125,0,982.19626
M004,night,19.44467,45.79745,4.94049,0.14092,64.33974,0,990.02893
M004,day,21.06203,49.79639,5.03034,0.00735,71.56739,0,968.61631
M004,night,24.42502,49.7469,5.08717,0.23291,73.34195,0,969.24805
M004,day,34.73914,50.51207,5.09806,0.20673,73.52858,0,974.05378
M004,day,46.14373,50.24547,5.11503,0.30464,68.42794,0,932.05482
M004,day,83.15486,50.64246,5.31452,0.4757,67.9166,1,1016.80622
M004,night,97.77994,52.80642,5.44758,0.55713,78.18871,0,877.79481
M004,night,101.00252,51.61152,5.45245,0.50505,75.8318,0,873.2814
M004,night,111.31015,48.38186,5.47424,0.52388,65.5553,1,969.70426
M004,night,117.38514,48.92023,5.54198,0.6825,70.47767,0,875.93691
M004,night,150.52788,53.83568,5.9057,0.8193,74.63717,0,825.2854
M004,night,186.86747,46.56487,6.1845,0.99513,61.97339,0,784.49091
M004,night,204.641,52.34793,6.53243,1.25383,69.95887,0,732.77045
M004,night,230.12555,50.27076,6.83768,1.32564,69.68189,0,740.49048
M004,day,246.70844,57.45044,7.25097,1.589,76.33818,1,773.23815
M004,night,254.2005,49.28991,7.19596,1.50146,69.03895,0,704.10645
M004,night,255.90935,48.96932,7.20215,1.60691,70.45208,0,668.95802
M004,day,258.1725,51.82058,7.30318,1.55772,65.92503,0,672.52031
M004,day,259.57699,51.81498,7.35403,1.57396,66.21921,0,669.29978
M004,night,273.77094,54.27265,7.62103,1.65686,70.24897,0,642.38284
M004,night,285.40896,51.18681,7.76999,1.80999,69.64662,0,648.89649
M004,day,298.30236,55.67182,8.13029,1.91246,70.30763,0,623.50495
M004,night,317.30576,56.59573,8.50747,2.09742,74.93874,0,567.10882
M004,day,337.73094,58.59444,8.94388,2.2525,73.19983,0,548.75219
M004,night,341.72277,56.95071,9.02644,2.26982,80.39528,0,512.34796
M004,day,363.59795,58.65444,9.56089,2.57102,73.0738,1,590.08688
M004,day,368.21091,59.02297,9.63633,2.65839,75.32195,0,497.1452
